#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	FT	eid	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	Unnamed: 0	Unnamed: 0.1	avg_daily_flow	biochem_oxygen_dem	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	host	isolation_source	label	lat_lon	mapfile	precipitation_24hour	publication_title	samp_collect_device	samp_size	samp_vol_we_dna_ext	sample_collection_device_or_method	sample_size	sample_volume_for_DNA_extraction	sewage_type	sewer_system_type	source_material_id	suspend_solids	tot_nitro	tot_phosphorus
SRR6684063	AMPLICON	502	PRJNA433408	SAMN08481957	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660339			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Dog_PU01	2/7/18	5	3	gut metagenome	ILLUMINA	4/25/18	SRR6684063	SRS2924161	SRP132403	SLM_NIH3_Bv4v5_Dog_PU01	46	46			11/13/13					USA:Wisconsin	dog	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Dog_PU01			
SRR6684062	AMPLICON	502	PRJNA433408	SAMN08481958	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660340			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Dog_PU04	2/7/18	53	31	gut metagenome	ILLUMINA	4/25/18	SRR6684062	SRS2924162	SRP132403	SLM_NIH3_Bv4v5_Dog_PU04	47	47			11/3/13					USA:Wisconsin	dog	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Dog_PU04			
SRR6684060	AMPLICON	502	PRJNA433408	SAMN08481934	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660342			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU18	2/7/18	72	42	gut metagenome	ILLUMINA	4/25/18	SRR6684060	SRS2924163	SRP132403	SLM_NIH3_Bv4v5_Cat_PU18	48	48			11/11/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU18			
SRR6684061	AMPLICON	502	PRJNA433408	SAMN08481959	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660341			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Dog_PU05	2/7/18	56	34	gut metagenome	ILLUMINA	4/25/18	SRR6684061	SRS2924164	SRP132403	SLM_NIH3_Bv4v5_Dog_PU05	49	49			11/5/13					USA:Wisconsin	dog	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Dog_PU05			
SRR6684055	AMPLICON	502	PRJNA433408	SAMN08481932	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660344			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU15	2/7/18	63	38	gut metagenome	ILLUMINA	4/25/18	SRR6684055	SRS2924165	SRP132403	SLM_NIH3_Bv4v5_Cat_PU15	50	50			11/8/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU15			
SRR6684054	AMPLICON	502	PRJNA433408	SAMN08481938	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660346			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU30	2/7/18	70	42	gut metagenome	ILLUMINA	4/25/18	SRR6684054	SRS2924166	SRP132403	SLM_NIH3_Bv4v5_Cat_PU30	51	51			12/12/13					Australia	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU30			
SRR6684057	AMPLICON	502	PRJNA433408	SAMN08481933	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660345			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU16	2/7/18	115	73	gut metagenome	ILLUMINA	4/25/18	SRR6684057	SRS2924167	SRP132403	SLM_NIH3_Bv4v5_Cat_PU16	52	52			11/11/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU16			
SRR6684058	AMPLICON	502	PRJNA433408	SAMN08481939	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660347			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU31	2/7/18	69	41	gut metagenome	ILLUMINA	4/25/18	SRR6684058	SRS2924168	SRP132403	SLM_NIH3_Bv4v5_Cat_PU31	53	53			12/12/13					Australia	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU31			
SRR6684059	AMPLICON	502	PRJNA433408	SAMN08481937	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660349			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU25	2/7/18	66	40	gut metagenome	ILLUMINA	4/25/18	SRR6684059	SRS2924169	SRP132403	SLM_NIH3_Bv4v5_Cat_PU25	54	54			11/16/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU25			
SRR6684053	AMPLICON	502	PRJNA433408	SAMN08481936	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660348			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU24	2/7/18	98	61	gut metagenome	ILLUMINA	4/25/18	SRR6684053	SRS2924170	SRP132403	SLM_NIH3_Bv4v5_Cat_PU24	55	55			11/13/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU24			
SRR6684052	AMPLICON	502	PRJNA433408	SAMN08481978	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660350			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_8409	2/7/18	69	40	gut metagenome	ILLUMINA	4/25/18	SRR6684052	SRS2924171	SRP132403	SLM_NIH3_Bv4v5_Pig_8409	56	56			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_8409			
SRR6684051	AMPLICON	502	PRJNA433408	SAMN08481960	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660351			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Dog_PU06	2/7/18	53	32	gut metagenome	ILLUMINA	4/25/18	SRR6684051	SRS2924172	SRP132403	SLM_NIH3_Bv4v5_Dog_PU06	57	57			11/5/13					USA:Wisconsin	dog	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Dog_PU06			
SRR6684050	AMPLICON	502	PRJNA433408	SAMN08481976	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660352			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_30	2/7/18	55	32	gut metagenome	ILLUMINA	4/25/18	SRR6684050	SRS2924173	SRP132403	SLM_NIH3_Bv4v5_Pig_30	58	58			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_30			
SRR6684049	AMPLICON	502	PRJNA433408	SAMN08481977	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660353			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_8313	2/7/18	77	44	gut metagenome	ILLUMINA	4/25/18	SRR6684049	SRS2924174	SRP132403	SLM_NIH3_Bv4v5_Pig_8313	59	59			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_8313			
SRR6684048	AMPLICON	502	PRJNA433408	SAMN08481974	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660354			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_28	2/7/18	82	45	gut metagenome	ILLUMINA	4/25/18	SRR6684048	SRS2924175	SRP132403	SLM_NIH3_Bv4v5_Pig_28	60	60			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_28			
SRR6684045	AMPLICON	502	PRJNA433408	SAMN08481975	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660355			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_29	2/7/18	50	29	gut metagenome	ILLUMINA	4/25/18	SRR6684045	SRS2924176	SRP132403	SLM_NIH3_Bv4v5_Pig_29	61	61			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_29			
SRR6684044	AMPLICON	502	PRJNA433408	SAMN08481972	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660356			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Pig_190	2/7/18	59	34	gut metagenome	ILLUMINA	4/25/18	SRR6684044	SRS2924177	SRP132403	SLM_NIH3_Bv4v5_Pig_190	62	62			missing					USA:Iowa	pig	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Pig_190			
SRR6684046	AMPLICON	502	PRJNA433408	SAMN08481961	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660357			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Dog_PU07	2/7/18	56	36	gut metagenome	ILLUMINA	4/25/18	SRR6684046	SRS2924178	SRP132403	SLM_NIH3_Bv4v5_Dog_PU07	63	63			11/3/13					USA:Wisconsin	dog	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Dog_PU07			
SRR6684043	AMPLICON	502	PRJNA433408	SAMN08481980	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660358			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Rabbit_PU26	2/7/18	60	37	gut metagenome	ILLUMINA	4/25/18	SRR6684043	SRS2924179	SRP132403	SLM_NIH3_Bv4v5_Rabbit_PU26	64	64			11/17/13					USA:Wisconsin	rabbit	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Rabbit_PU26			
SRR6684047	AMPLICON	502	PRJNA433408	SAMN08481981	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660359			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Raccoon_PU52	2/7/18	48	30	gut metagenome	ILLUMINA	4/25/18	SRR6684047	SRS2924180	SRP132403	SLM_NIH3_Bv4v5_Raccoon_PU52	65	65			11/13/14					USA:Wisconsin	raccoon	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Raccoon_PU52			
SRR6684095	AMPLICON	502	PRJNA433408	SAMN08481955	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660304			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Deer_PU62	2/7/18	51	28	gut metagenome	ILLUMINA	4/25/18	SRR6684095	SRS2924181	SRP132403	SLM_NIH3_Bv4v5_Deer_PU62	66	66			11/16/15					USA:Oregon	deer	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Deer_PU62			
SRR6684056	AMPLICON	502	PRJNA433408	SAMN08481935	Metagenome or environmental	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX3660343			0	Illumina MiSeq	PAIRED	PCR	GENOMIC	SLM_NIH3_Bv4v5_Cat_PU21	2/7/18	73	46	gut metagenome	ILLUMINA	4/25/18	SRR6684056	SRS2924182	SRP132403	SLM_NIH3_Bv4v5_Cat_PU21	67	67			11/14/13					USA:Wisconsin	cat	animal fecal samples		not collected	map.j123.txt											SLM_NIH3_Bv4v5_Cat_PU21			
SRR1586332	AMPLICON	502	PRJNA261344	SAMN03072706	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710631			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_37_Clintwood	9/26/14	60	37	wastewater metagenome	ILLUMINA	11/1/14	SRR1586332	SRS709377	SRP047513	SLM_NIH_Bv4v5--1St_37_Clintwood	68	68			8/22/12		Sewage	Sewage-Clintwood-summer	Municipal Wastewater	USA:VA:Clintwood				37.1500 N 82.4567 W	map.j123.txt														
SRR1586333	AMPLICON	502	PRJNA261344	SAMN03072707	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710632			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_115_Clintwood	9/26/14	54	30	wastewater metagenome	ILLUMINA	11/1/14	SRR1586333	SRS709378	SRP047513	SLM_NIH_Bv4v5--1St_115_Clintwood	69	69			1/23/13		Sewage	Sewage-Clintwood-winter	Municipal Wastewater	USA:VA:Clintwood				37.1500 N 82.4567 W	map.j123.txt														
SRR1586334	AMPLICON	502	PRJNA261344	SAMN03072708	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710633			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_188_Clintwood	9/26/14	57	36	wastewater metagenome	ILLUMINA	11/1/14	SRR1586334	SRS709379	SRP047513	SLM_NIH_Bv4v5--1St_188_Clintwood	70	70			5/14/13		Sewage	Sewage-Clintwood-spring	Municipal Wastewater	USA:VA:Clintwood				37.1500 N 82.4567 W	map.j123.txt														
SRR1586335	AMPLICON	502	PRJNA261344	SAMN03072709	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710634			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_41_Discovery_Bay	9/26/14	55	34	wastewater metagenome	ILLUMINA	11/1/14	SRR1586335	SRS709380	SRP047513	SLM_NIH_Bv4v5--1St_41_Discovery_Bay	71	71			8/16/13		Sewage	Sewage-DiscoveryBay-summer	Municipal Wastewater	USA:CA:Discovery Bay				37.889 N 121.584 W	map.j123.txt														
SRR1586336	AMPLICON	502	PRJNA261344	SAMN03072710	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710635			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_119_Discovery_Bay	9/26/14	42	24	wastewater metagenome	ILLUMINA	11/1/14	SRR1586336	SRS709381	SRP047513	SLM_NIH_Bv4v5--1St_119_Discovery_Bay	72	72			1/31/13		Sewage	Sewage-DiscoveryBay-winter	Municipal Wastewater	USA:CA:Discovery Bay				37.889 N 121.584 W	map.j123.txt														
SRR1586337	AMPLICON	502	PRJNA261344	SAMN03072711	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710636			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_189_Discovery_Bay	9/26/14	89	55	wastewater metagenome	ILLUMINA	11/1/14	SRR1586337	SRS709382	SRP047513	SLM_NIH_Bv4v5--1St_189_Discovery_Bay	73	73			4/30/13		Sewage	Sewage-DiscoveryBay-spring	Municipal Wastewater	USA:CA:Discovery Bay				37.889 N 121.584 W	map.j123.txt														
SRR1586338	AMPLICON	502	PRJNA261344	SAMN03072712	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710637			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_14_Fall_River	9/26/14	49	30	wastewater metagenome	ILLUMINA	11/1/14	SRR1586338	SRS709383	SRP047513	SLM_NIH_Bv4v5--1St_14_Fall_River	74	74			8/30/12		Sewage	Sewage-FallRiver-summer	Municipal Wastewater	USA:MA:Fall River				41.676 N 71.193 W	map.j123.txt														
SRR1586339	AMPLICON	502	PRJNA261344	SAMN03072713	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710638			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_95_FALLRIVER	9/26/14	39	22	wastewater metagenome	ILLUMINA	11/1/14	SRR1586339	SRS709384	SRP047513	SLM_NIH_Bv4v5--1St_95_FALLRIVER	75	75			4/2/13		Sewage	Sewage-FallRiver-winter	Municipal Wastewater	USA:MA:Fall River				41.676 N 71.193 W	map.j123.txt														
SRR1586340	AMPLICON	502	PRJNA261344	SAMN03072714	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710639			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_190_Fall_River	9/26/14	100	63	wastewater metagenome	ILLUMINA	11/1/14	SRR1586340	SRS709385	SRP047513	SLM_NIH_Bv4v5--1St_190_Fall_River	76	76			5/7/13		Sewage	Sewage-FallRiver-spring	Municipal Wastewater	USA:MA:Fall River				41.676 N 71.193 W	map.j123.txt														
SRR1586341	AMPLICON	502	PRJNA261344	SAMN03072715	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710640			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_27_Freeport	9/26/14	60	36	wastewater metagenome	ILLUMINA	11/1/14	SRR1586341	SRS709386	SRP047513	SLM_NIH_Bv4v5--1St_27_Freeport	77	77			8/9/12		Sewage	Sewage-Freeport-summer	Municipal Wastewater	USA:TX:Freeport				28.917 N 95.378 W	map.j123.txt														
SRR1586342	AMPLICON	502	PRJNA261344	SAMN03072716	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710641			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_108_Freeport	9/26/14	53	29	wastewater metagenome	ILLUMINA	11/1/14	SRR1586342	SRS709387	SRP047513	SLM_NIH_Bv4v5--1St_108_Freeport	78	78			1/16/13		Sewage	Sewage-Freeport-winter	Municipal Wastewater	USA:TX:Freeport				28.917 N 95.378 W	map.j123.txt														
SRR1586343	AMPLICON	502	PRJNA261344	SAMN03072717	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710642			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_191_Freeport	9/26/14	71	45	wastewater metagenome	ILLUMINA	11/1/14	SRR1586343	SRS709388	SRP047513	SLM_NIH_Bv4v5--1St_191_Freeport	79	79			4/29/13		Sewage	Sewage-Freeport-spring	Municipal Wastewater	USA:TX:Freeport				28.917 N 95.378 W	map.j123.txt														
SRR1586344	AMPLICON	502	PRJNA261344	SAMN03072718	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710643			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_15_Gloucester	9/26/14	53	32	wastewater metagenome	ILLUMINA	11/1/14	SRR1586344	SRS709389	SRP047513	SLM_NIH_Bv4v5--1St_15_Gloucester	80	80			8/10/12		Sewage	Sewage-Gloucester-summer	Municipal Wastewater	USA:MA:Gloucester				42.611 N 70.68 W	map.j123.txt														
SRR1586345	AMPLICON	502	PRJNA261344	SAMN03072719	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710644			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_96_GLOUCESTER	9/26/14	37	20	wastewater metagenome	ILLUMINA	11/1/14	SRR1586345	SRS709390	SRP047513	SLM_NIH_Bv4v5--1St_96_GLOUCESTER	81	81			1/16/13		Sewage	Sewage-Gloucester-winter	Municipal Wastewater	USA:MA:Gloucester				42.611 N 70.68 W	map.j123.txt														
SRR1586346	AMPLICON	502	PRJNA261344	SAMN03072720	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710645			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_192_Gloucester	9/26/14	82	51	wastewater metagenome	ILLUMINA	11/1/14	SRR1586346	SRS709391	SRP047513	SLM_NIH_Bv4v5--1St_192_Gloucester	82	82			5/7/13		Sewage	Sewage-Gloucester-spring	Municipal Wastewater	USA:MA:Gloucester				42.611 N 70.68 W	map.j123.txt														
SRR1586347	AMPLICON	502	PRJNA261344	SAMN03072721	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710646			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_36_Hardinsberg	9/26/14	65	40	wastewater metagenome	ILLUMINA	11/1/14	SRR1586347	SRS709392	SRP047513	SLM_NIH_Bv4v5--1St_36_Hardinsberg	83	83			8/10/12		Sewage	Sewage-Hardinsburg-summer	Municipal Wastewater	USA:KY:Hardinsburg				37.78 N 86.469 W	map.j123.txt														
SRR1586348	AMPLICON	502	PRJNA261344	SAMN03072722	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710647			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_114_Hardinsburg	9/26/14	50	28	wastewater metagenome	ILLUMINA	11/1/14	SRR1586348	SRS709393	SRP047513	SLM_NIH_Bv4v5--1St_114_Hardinsburg	84	84			1/30/13		Sewage	Sewage-Hardinsburg-winter	Municipal Wastewater	USA:KY:Hardinsburg				37.78 N 86.469 W	map.j123.txt														
SRR1586349	AMPLICON	502	PRJNA261344	SAMN03072723	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710648			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_194_Hardinsburg	9/26/14	85	53	wastewater metagenome	ILLUMINA	11/1/14	SRR1586349	SRS709394	SRP047513	SLM_NIH_Bv4v5--1St_194_Hardinsburg	85	85			5/1/13		Sewage	Sewage-Hardinsburg-spring	Municipal Wastewater	USA:KY:Hardinsburg				37.78 N 86.469 W	map.j123.txt														
SRR1586350	AMPLICON	502	PRJNA261344	SAMN03072724	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710649			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_29_Kenedy_Texas	9/26/14	65	39	wastewater metagenome	ILLUMINA	11/1/14	SRR1586350	SRS709395	SRP047513	SLM_NIH_Bv4v5--1St_29_Kenedy_Texas	86	86			8/30/13		Sewage	Sewage-Kenedy-summer	Municipal Wastewater	USA:TX:Kenedy				28.814 N 97.849 W	map.j123.txt														
SRR1586351	AMPLICON	502	PRJNA261344	SAMN03072725	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710650			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_109_Kenedy	9/26/14	51	28	wastewater metagenome	ILLUMINA	11/1/14	SRR1586351	SRS709396	SRP047513	SLM_NIH_Bv4v5--1St_109_Kenedy	87	87			1/24/13		Sewage	Sewage-Kenedy-winter	Municipal Wastewater	USA:TX:Kenedy				28.814 N 97.849 W	map.j123.txt														
SRR1586352	AMPLICON	502	PRJNA261344	SAMN03072726	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710651			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_198_Kenedy	9/26/14	52	31	wastewater metagenome	ILLUMINA	11/1/14	SRR1586352	SRS709397	SRP047513	SLM_NIH_Bv4v5--1St_198_Kenedy	88	88			5/20/13		Sewage	Sewage-Kenedy-spring	Municipal Wastewater	USA:TX:Kenedy				28.814 N 97.849 W	map.j123.txt														
SRR1586353	AMPLICON	502	PRJNA261344	SAMN03072727	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710652			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_04_Delano	9/26/14	61	37	wastewater metagenome	ILLUMINA	11/1/14	SRR1586353	SRS709398	SRP047513	SLM_NIH_Bv4v5--1St_04_Delano	89	89			8/15/12		Sewage	Sewage-Delano-summer	Municipal Wastewater	USA:MN:Monticello				45.052 N 93.784 W	map.j123.txt														
SRR1586354	AMPLICON	502	PRJNA261344	SAMN03072728	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710653			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_85_DELANO	9/26/14	43	24	wastewater metagenome	ILLUMINA	11/1/14	SRR1586354	SRS709399	SRP047513	SLM_NIH_Bv4v5--1St_85_DELANO	90	90			1/16/13		Sewage	Sewage-Delano-winter	Municipal Wastewater	USA:MN:Monticello				45.052 N 93.784 W	map.j123.txt														
SRR1586355	AMPLICON	502	PRJNA261344	SAMN03072729	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710654			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_201_Monticello_Delano	9/26/14	85	48	wastewater metagenome	ILLUMINA	11/1/14	SRR1586355	SRS709400	SRP047513	SLM_NIH_Bv4v5--1St_201_Monticello_Delano	91	91			4/30/13		Sewage	Sewage-Delano-spring	Municipal Wastewater	USA:MN:Monticello				45.052 N 93.784 W	map.j123.txt														
SRR1586356	AMPLICON	502	PRJNA261344	SAMN03072730	MIMS.me	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX710655			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	SLM_NIH_Bv4v5--1St_20_Gresham	9/26/14	65	40	wastewater metagenome	ILLUMINA	11/1/14	SRR1586356	SRS709401	SRP047513	SLM_NIH_Bv4v5--1St_20_Gresham	92	92			8/9/12		Sewage	Sewage-Portland-summer	Municipal Wastewater	USA:Oregon:Portland				45.520 N 122.682 W	map.j123.txt														
